,companyCd,companyNm,companyNmEn,companyPartNm,movieCd
1,20101568,브에나비스타인터내셔널코리아,Vuenavista International Kores,배급사,20050364
2,20101568,브에나비스타인터내셔널코리아,Vuenavista International Kores,수입사,20050364
0,20102771,콜럼비아 픽쳐스 코포레이션,Columbia Pictures Corporation,제작사,20050362
1,20102885,드림웍스 SKG,DreamWorks SKG ,제작사,20050362
2,20101589,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.,배급사,20050362
3,20101589,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.,수입사,20050362
0,20101382,유니버셜 픽쳐스,Universal Pictures,제작사,20050360
1,20101439,워킹 타이틀 필름,Working Title Films,제작사,20050360
2,20100649,UIP코리아,United International Pictures Korea,배급사,20050360
3,20100649,UIP코리아,United International Pictures Korea,수입사,20050360
0,20100202,영화사청어람(주),Chungeorahm Film ,제작사,20060017
1,20040020,(주)에스엠필름,SM-Film,제작사,20060017
2,20100103,(주)쇼박스,Showbox Corp,배급사,20060017
3,20100202,영화사청어람(주),Chungeorahm Film ,제공,20060017
4,20100064,(주)아이엠픽쳐스,IM Pictures Corp.,제공,20060017
5,20100103,(주)쇼박스,Showbox Corp,공동제공,20060017
6,20100202,영화사청어람(주),Chungeorahm Film ,해외세일즈사,20060017
7,20111211,(주)케이티알파,kt alpha,해외세일즈사,20060017
0,20101382,유니버셜 픽쳐스,Universal Pictures,제작사,20060016
1,20102885,드림웍스 SKG,DreamWorks SKG ,제작사,20060016
2,20101745,엠블린엔터테인먼트,Amblin Entertainment,제작사,20060016
3,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20060016
4,20100109,씨제이엔터테인먼트,CJ Entertainment,수입사,20060016
0,20100295,(주)에스씨에스엔터테인먼트,SCS Entertainment Inc.,제작사,20060015
1,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사,20060015
2,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",제공,20060015
3,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사,20060015
0,20122837,(주)팝엔터테인먼트,Pop Entertainment,배급사,20060022
1,20100335,(주)엠케이픽처스 ,MK PICTURES,배급사,20060022
2,20101087,에이원엔터테인먼트,,배급사,20060022
3,20122837,(주)팝엔터테인먼트,Pop Entertainment,수입사,20060022
4,20101508,대원씨앤에이홀딩스,,수입사,20060022
5,20101087,에이원엔터테인먼트,,수입사,20060022
6,20231144,주식회사 아트컨티뉴,,공동제공,20060022
0,20100316,㈜익영영화,Ik Young Co. Ltd. ,제작사,20060019
1,20100269,쇼이스트(주),"ShowEast Co., Ltd.",배급사,20060019
2,20100269,쇼이스트(주),"ShowEast Co., Ltd.",제공,20060019
3,20100269,쇼이스트(주),"ShowEast Co., Ltd.",해외세일즈사,20060019
4,20062440,(주)나인앤미디어,,홍보사,20060019
5,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과,20060019
6,20110380,서울현상소,SeoulLab,제작서비스-로케이션,20060019
0,20100329,(주)쇼타임,,제작사,20050351
1,20103809,(주)미로비젼,Mirovision Inc. ,배급사,20050351
0,20102079,비콘픽쳐스,Beacon Pictures,제작사,20060024
1,20101401,빌리지 로드쇼 픽쳐스,Village Roadshow Pictures,제작사,20060024
2,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사,20060024
3,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사,20060024
4,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,20060024
0,20100362,(주)영화사비단길,Bidangil Pictures,제작사,20050355
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20050355
2,20100064,(주)아이엠픽쳐스,IM Pictures Corp.,제공,20050355
3,20114686,씨 47,C47 ,제작서비스-편집,20050355
4,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20050355
0,20104223,레이크쇼어 엔터테인먼트,Lakeshore Entertainment,제작사,20060031
1,20100103,(주)쇼박스,Showbox Corp,배급사,20060031
2,20100103,(주)쇼박스,Showbox Corp,수입사,20060031
0,20100172,조우필름(주),JoWoo Films,제작사,20060025
1,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사,20060025
2,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",제공,20060025
3,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,20060025
0,20100084,㈜코리아스크린,Korea Screen Inc.,제작사,20060038
1,20104412,뉴라인 시네마,New Line Cinema,제작사,20060038
2,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사,20060038
0,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,배급사,20060040
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20060040
2,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,20060040
3,20100132,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd,수입사,20060040
0,20100292,(주)아이필름홀딩스,,제작사,20050350
1,20102034,베이직픽쳐스,Basic Pictures,제작사,20050350
2,20100103,(주)쇼박스,Showbox Corp,배급사,20050350
3,20100514,(주)아이에이치큐,"iHQ, Inc.",해외세일즈사,20050350
0,20103671,폭스2000픽처스,Fox 2000 Pictures,제작사,20060042
1,20100041,이십세기폭스코리아(주),20th Century Fox Korea,배급사,20060042
2,20100041,이십세기폭스코리아(주),20th Century Fox Korea,수입사,20060042
0,20101743,터치스톤 픽처스,,제작사,20060026
1,20101568,브에나비스타인터내셔널코리아,Vuenavista International Kores,배급사,20060026
2,20101568,브에나비스타인터내셔널코리아,Vuenavista International Kores,수입사,20060026
0,20100243,엔젤언더그라운드(주),Angel Underground,제작사,20050344
1,20100335,(주)엠케이픽처스 ,MK PICTURES,제작사,20050344
2,20100335,(주)엠케이픽처스 ,MK PICTURES,배급사,20050344
3,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사,20050344
4,20100545,(주)명필름,Myung Films,저작권관련사,20050344
5,20114686,씨 47,C47 ,제작서비스-편집,20050344
6,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20050344
0,20100155,씨네온엔터테인먼트(주),CINEON Ent.,제작사,20060046
1,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사,20060046
2,20101311,(주)케이앤엔터테인먼트,K&Entertainment,제공,20060046
3,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,20060046
4,20110446,(사)부산영상위원회,Busan Film Commission,제작서비스-로케이션,20060046
0,20101256,실버 픽쳐스,Silver Pictures,제작사,20060048
1,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사,20060048
2,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사,20060048
3,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,20060048
0,20100515,(주)엘제이필름,LJ Film,제작사,20060047
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20060047
2,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,20060047
3,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20060047
0,20062250,㈜팝콘필름,popcorn film,제작사,20060051
1,20100103,(주)쇼박스,Showbox Corp,배급사,20060051
2,20100103,(주)쇼박스,Showbox Corp,공동제공,20060051
3,20100103,(주)쇼박스,Showbox Corp,해외세일즈사,20060051
0,20101439,워킹 타이틀 필름,Working Title Films,제작사,20060033
1,20100649,UIP코리아,United International Pictures Korea,배급사,20060033
2,20100649,UIP코리아,United International Pictures Korea,수입사,20060033
0,20103100,베이징 필름 스튜디오,Beijing Film Studio,제작사,20060050
1,20100269,쇼이스트(주),"ShowEast Co., Ltd.",배급사,20060050
2,20100269,쇼이스트(주),"ShowEast Co., Ltd.",수입사,20060050
0,20100419,데이지엔터테인먼트,Daisy Entertainment ,배급사,20060045
1,20100419,데이지엔터테인먼트,Daisy Entertainment ,수입사,20060045
0,20101270,소니 픽쳐스 엔터테인먼트,Sony Pictures Entertainment,제작사,20060057
1,20104147,이메이진엔터테인먼트,Imagine Entertainment,제작사,20060057
2,20101589,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.,배급사,20060057
3,20101589,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.,수입사,20060057
0,20102310,C-2 픽쳐스,C-2 Pictures,제작사,20060056
1,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사,20060056
2,20100406,(주)팬텀,,수입사,20060056
0,20100053,태창엔터테인먼트(주),Taichang Entertainment,제작사,20050308
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20050308
2,20100519,케이넷 티비,KNET. TV ,해외세일즈사,20050308
3,20100352,(주)액티버스엔터테인먼트,"Activers Entertainment Co., Ltd.",해외세일즈사,20050308
0,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사,20060067
1,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사,20060067
2,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,20060067
0,20101302,티비에스,TBS,제작사,20060064
1,20103522,토호 픽쳐스,Toho Pictures Inc.,제작사,20060064
2,20100335,(주)엠케이픽처스 ,MK PICTURES,배급사,20060064
3,20101506,대원디지털엔터테인먼트,,수입사,20060064
0,20100123,(주)싸이더스,Sidus Corporation,제작사,20060068
1,20100182,(주)MBC씨앤아이,"MBC C&I Co., Ltd.",제작사,20060068
2,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20060068
3,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,20060068
4,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20060068
0,20101337,더 웨인스테인 컴퍼니,The Weinstein Company LLC,제작사,20060018
1,20100103,(주)쇼박스,Showbox Corp,배급사,20060018
2,20100103,(주)쇼박스,Showbox Corp,수입사,20060018
0,20102197,밥야리프로덕션즈,Bob Yari Productions,제작사,20060073
1,20100427,(주)스튜디오이쩜영,STUDIO 2.0,배급사,20060073
2,20100239,(주)타이거픽쳐스,Tiger Pictures Inc.,수입사,20060073
0,20104361,밀레니엄 필름즈,Millennium Films Inc.,제작사,20060076
1,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사,20060076
2,20101850,(주)아이비젼 엔터테인먼트,,수입사,20060076
0,20104469,파라마운트 픽쳐스,Paramount Pictures,제작사,20060075
1,20100649,UIP코리아,United International Pictures Korea,배급사,20060075
2,20100649,UIP코리아,United International Pictures Korea,수입사,20060075
0,20103762,세렌디피티 포인트 필름,Serendipity Point Films,제작사,20060037
1,20103809,(주)미로비젼,Mirovision Inc. ,배급사,20060037
2,20104343,미디어 소소,Media SoSo,수입사,20060037
0,20103164,드림웍스 프로덕션 LLC,DreamWorks Productions LLC,제작사,20060080
1,20100269,쇼이스트(주),"ShowEast Co., Ltd.",배급사,20060080
2,20100269,쇼이스트(주),"ShowEast Co., Ltd.",수입사,20060080
0,20104223,레이크쇼어 엔터테인먼트,Lakeshore Entertainment,제작사,20060052
1,20101589,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.,배급사,20060052
2,20101589,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.,수입사,20060052
0,20100947,(주)태원엔터테인먼트,TAEWON ENTERTAINMENT,제작사,20060077
1,20100103,(주)쇼박스,Showbox Corp,배급사,20060077
2,20100103,(주)쇼박스,Showbox Corp,공동제공,20060077
3,20100158,케이엠컬쳐㈜,"KM Culture Co., Ltd.",해외세일즈사,20060077
4,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드,20060077
0,20101934,비비씨필름즈,BBC Films,제작사,20060082
1,20139095,(주)퍼스트런,First Run Inc.,배급사,20060082
2,20169189,글뫼 주식회사,,배급사,20060082
3,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20060082
4,20139095,(주)퍼스트런,First Run Inc.,수입사,20060082
5,20100109,씨제이엔터테인먼트,CJ Entertainment,수입사,20060082
0,20100335,(주)엠케이픽처스 ,MK PICTURES,배급사,20060299
1,20100455,(주)토트엔터테인먼트,,수입사,20060299
0,20101669,알콘엔터테인먼트,Alcon Entertainment,제작사,20060089
1,20101555,밀레니엄필름,Millennium Films ,제작사,20060089
2,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사,20060089
3,20100137,아이비젼엔터테인먼트(주),Ivision Entertainment,수입사,20060089
0,20101382,유니버셜 픽쳐스,Universal Pictures,제작사,20060087
1,20104147,이메이진엔터테인먼트,Imagine Entertainment,제작사,20060087
2,20100649,UIP코리아,United International Pictures Korea,배급사,20060087
3,20100649,UIP코리아,United International Pictures Korea,수입사,20060087
0,20101503,이십세기폭스애니메이션,20th Century Fox Animation,제작사,20060090
1,20101570,블루스카이스튜디오,Blue Sky Studios ,제작사,20060090
2,20100041,이십세기폭스코리아(주),20th Century Fox Korea,배급사,20060090
3,20100041,이십세기폭스코리아(주),20th Century Fox Korea,수입사,20060090
0,20100216,(주)진인사필름,ZININSA FILM,제작사,20060088
1,20100427,(주)스튜디오이쩜영,STUDIO 2.0,배급사,20060088
2,20101104,(주)나이너스엔터테인먼트,9ers Entertainment,해외세일즈사,20060088
0,20101289,스튜디오 카날,Studio Canal,제작사,20060091
1,20100634,(주)누리픽쳐스,NOORI PICTURES,배급사,20060091
2,20100634,(주)누리픽쳐스,NOORI PICTURES,수입사,20060091
0,20100335,(주)엠케이픽처스 ,MK PICTURES,제작사,20060100
1,20110854,(주)씨제이이엔엠,CJ ENM Corp.,배급사,20060100
2,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사,20060100
3,20100545,(주)명필름,Myung Films,저작권관련사,20060100
4,20110446,(사)부산영상위원회,Busan Film Commission,제작서비스-촬영,20060100
5,20110335,㈜블루캡,BLUECAP,제작서비스-사운드,20060100
6,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과,20060100
7,20110446,(사)부산영상위원회,Busan Film Commission,제작서비스-세트,20060100
0,20100947,(주)태원엔터테인먼트,TAEWON ENTERTAINMENT,제작사,20060005
1,20100103,(주)쇼박스,Showbox Corp,배급사,20060005
2,20100514,(주)아이에이치큐,"iHQ, Inc.",해외세일즈사,20060005
3,20158011,(주)브이에이스튜디오,VA Studio,제작서비스-시각효과/특수효과,20060005
4,20110380,서울현상소,SeoulLab,제작서비스-로케이션,20060005
5,20242763,(사)한국농아인협회,,가치봄 제작처,20060005
6,20242764,한국시각장애인연합회,,가치봄 제작처,20060005
0,20100364,(주)영화사아침,Achim Pictures Inc.,제작사,20060085
1,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사,20060085
2,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",제공,20060085
3,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,20060085
4,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드,20060085
0,20104469,파라마운트 픽쳐스,Paramount Pictures,제작사,20060107
1,20102872,크루즈/와그너 프로덕션,Cruise-Wagner Productions,제작사,20060107
2,20100649,UIP코리아,United International Pictures Korea,배급사,20060107
3,20100649,UIP코리아,United International Pictures Korea,수입사,20060107
0,20100123,(주)싸이더스,Sidus Corporation,제작사,20060093
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20060093
2,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,20060093
3,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드,20060093
4,20110990,창고사람들,Think people,제작서비스-미술,20060093
5,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20060093
0,20102043,TV 토쿄,TV Tokyo,제작사,20060119
1,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사,20060119
2,20100331,무비센트,,수입사,20060119
0,20100487,(주)동숭아트센터,,배급사,20060084
1,20100487,(주)동숭아트센터,,수입사,20060084
0,20104412,뉴라인 시네마,New Line Cinema,제작사,20060113
1,20103809,(주)미로비젼,Mirovision Inc. ,배급사,20060113
2,20103809,(주)미로비젼,Mirovision Inc. ,수입사,20060113
0,20100379,(주)키다리필름,Kidari Film,제작사,20060112
1,20100103,(주)쇼박스,Showbox Corp,배급사,20060112
2,20101311,(주)케이앤엔터테인먼트,K&Entertainment,제공,20060112
3,20100103,(주)쇼박스,Showbox Corp,공동제공,20060112
4,20100103,(주)쇼박스,Showbox Corp,해외세일즈사,20060112
0,20101289,스튜디오 카날,Studio Canal,제작사,20060121
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20060121
2,20100109,씨제이엔터테인먼트,CJ Entertainment,수입사,20060121
0,20101589,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.,배급사,20060117
1,20101589,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.,수입사,20060117
0,20100223,블루스톰(주),"BlueStorm Co., Ltd",제작사,20060123
1,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사,20060123
2,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",제공,20060123
3,20100223,블루스톰(주),"BlueStorm Co., Ltd",공동제공,20060123
4,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사,20060123
5,20110380,서울현상소,SeoulLab,제작서비스-로케이션,20060123
0,20100374,(주)외유내강,Filmmaker R & K,제작사,20060134
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20060134
2,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,20060134
3,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20060134
0,20100123,(주)싸이더스,Sidus Corporation,제작사,20060124
1,20100103,(주)쇼박스,Showbox Corp,배급사,20060124
2,20100807,(주)디씨지플러스,DCG PLUS,제공,20060124
3,20061361,소빅창업투자(주),,제공,20060124
4,20114832,미시간벤처캐피탈(주),"Michigan Venture Capital Co., Ltd.",공동제공,20060124
5,20100103,(주)쇼박스,Showbox Corp,공동제공,20060124
6,20100103,(주)쇼박스,Showbox Corp,해외세일즈사,20060124
7,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드,20060124
8,20114686,씨 47,C47 ,제작서비스-편집,20060124
9,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20060124
0,20100108,㈜필름지,FILMZ Corp.,제작사,20060125
1,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사,20060125
2,20100108,㈜필름지,FILMZ Corp.,해외세일즈사,20060125
0,20111681,뉴리전시 픽쳐스,New Regency Pictures,제작사,20060126
1,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,배급사,20060126
2,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,수입사,20060126
0,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사,20060129
1,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사,20060129
2,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,20060129
0,20103156,드림웍스 애니메이션,DreamWorks Animation,제작사,20060130
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20060130
2,20100109,씨제이엔터테인먼트,CJ Entertainment,수입사,20060130
0,20100072,한맥영화(주),Hanmac Films ,제작사,20060135
1,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사,20060135
2,20103809,(주)미로비젼,Mirovision Inc. ,해외세일즈사,20060135
3,20110405,대전 영상위원회,Daejeon Film Commission,제작서비스-촬영,20060135
4,20110405,대전 영상위원회,Daejeon Film Commission,제작서비스-세트,20060135
0,20100518,코리아 엔터테인먼트,Corea Entertainment ,제작사,20060070
1,20111653,(주)프라임엔터테인먼트,Prime Entertainment,배급사,20060070
2,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,20060070
3,20062440,(주)나인앤미디어,,홍보사,20060070
4,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20060070
0,20100103,(주)쇼박스,Showbox Corp,배급사,20060161
1,20100103,(주)쇼박스,Showbox Corp,수입사,20060161
0,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,제작사,20060152
1,20100041,이십세기폭스코리아(주),20th Century Fox Korea,배급사,20060152
2,20100041,이십세기폭스코리아(주),20th Century Fox Korea,수입사,20060152
0,20061098,㈜스튜디오이쩜영,,배급사,20060145
1,20101498,내쇼날TM,,수입사,20060145
0,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,제작사,20060136
1,20100041,이십세기폭스코리아(주),20th Century Fox Korea,배급사,20060136
2,20100041,이십세기폭스코리아(주),20th Century Fox Korea,수입사,20060136
0,20100123,(주)싸이더스,Sidus Corporation,제작사,20060137
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20060137
2,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,20060137
3,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드,20060137
4,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20060137
0,20100335,(주)엠케이픽처스 ,MK PICTURES,배급사,20060144
1,20100377,(주)유레카픽쳐스 ,,수입사,20060144
0,20103809,(주)미로비젼,Mirovision Inc. ,제작사,20060138
1,20100103,(주)쇼박스,Showbox Corp,배급사,20060138
2,20100269,쇼이스트(주),"ShowEast Co., Ltd.",제공,20060138
3,20100103,(주)쇼박스,Showbox Corp,공동제공,20060138
4,20103809,(주)미로비젼,Mirovision Inc. ,해외세일즈사,20060138
5,20110335,㈜블루캡,BLUECAP,제작서비스-사운드,20060138
0,20100109,씨제이엔터테인먼트,CJ Entertainment,제작사,20060164
1,20101485,가도카와헤럴드픽쳐스,"Kadokawa Herald Pictures, INC. ",제작사,20060164
2,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20060164
3,20101485,가도카와헤럴드픽쳐스,"Kadokawa Herald Pictures, INC. ",수입사,20060164
4,20100109,씨제이엔터테인먼트,CJ Entertainment,수입사,20060164
0,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사,20060156
1,20100084,㈜코리아스크린,Korea Screen Inc.,수입사,20060156
0,20104288,엠티비 필름즈,MTV Films,제작사,20060155
1,20104223,레이크쇼어 엔터테인먼트,Lakeshore Entertainment,제작사,20060155
2,20100649,UIP코리아,United International Pictures Korea,배급사,20060155
3,20100649,UIP코리아,United International Pictures Korea,수입사,20060155
0,20103136,TF1 필름 프로덕션,TF1 Films Production ,제작사,20060179
1,20100634,(주)누리픽쳐스,NOORI PICTURES,배급사,20060179
2,20100634,(주)누리픽쳐스,NOORI PICTURES,수입사,20060179
0,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사,20060148
1,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사,20060148
2,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,20060148
0,20100650,㈜더드림앤드픽쳐스,The Dream&Pictures,제작사,20060157
1,20100400,(주)디알엠엔터테인먼트,"DRM ENTERTAINMENT CO,. LTD.",제작사,20060157
2,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사,20060157
3,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",제공,20060157
4,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사,20060157
5,20110287,고임표 편집실,GO Im-pyo Cinema Edit,제작서비스-편집,20060157
6,20242763,(사)한국농아인협회,,가치봄 제작처,20060157
7,20242764,한국시각장애인연합회,,가치봄 제작처,20060157
0,20100200,제이팀스튜디오(주),JTEAM Studios,제작사,20050313
1,20155508,(주)에이원엔터테인먼트,,배급사,20050313
2,20061098,㈜스튜디오이쩜영,,배급사,20050313
3,20155508,(주)에이원엔터테인먼트,,제공,20050313
4,20101104,(주)나이너스엔터테인먼트,9ers Entertainment,해외세일즈사,20050313
0,20104223,레이크쇼어 엔터테인먼트,Lakeshore Entertainment,제작사,20060139
1,20103809,(주)미로비젼,Mirovision Inc. ,배급사,20060139
2,20100329,(주)쇼타임,,수입사,20060139
0,20101412,월트 디즈니 픽쳐스,Walt Disney Pictures,제작사,20060146
1,20101568,브에나비스타인터내셔널코리아,Vuenavista International Kores,배급사,20060146
2,20101568,브에나비스타인터내셔널코리아,Vuenavista International Kores,수입사,20060146
0,20100190,(주)토일렛픽쳐스,Toilet Pictures,제작사,20060160
1,20100103,(주)쇼박스,Showbox Corp,배급사,20060160
2,20100064,(주)아이엠픽쳐스,IM Pictures Corp.,제공,20060160
3,20100103,(주)쇼박스,Showbox Corp,공동제공,20060160
4,20103809,(주)미로비젼,Mirovision Inc. ,해외세일즈사,20060160
0,20100174,(주)에펙스디지탈,FXDIGITAL STUDIO ,제작사,20060180
1,20101674,원더월드 LLC,,제작사,20060180
2,20100812,㈜디지아트프로덕션,"DigiArt Production Co., Ltd.",제작사,20060180
3,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20060180
4,20061361,소빅창업투자(주),,제공,20060180
5,20100814,벨벳 옥토퍼스,VELVET OCTOPUS,해외세일즈사,20060180
6,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20060180
0,20100396,(주)시네마서비스글로벌,,제작사,20060147
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20060147
2,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,20060147
3,20110335,㈜블루캡,BLUECAP,제작서비스-사운드,20060147
4,20124835,빔필름 (엠버에이치엠 국내법인),VIMFILM,프로덕션 서비스,20060147
5,20242763,(사)한국농아인협회,,가치봄 제작처,20060147
6,20242764,한국시각장애인연합회,,가치봄 제작처,20060147
0,20111653,(주)프라임엔터테인먼트,Prime Entertainment,배급사,20060196
1,20100377,(주)유레카픽쳐스 ,,수입사,20060196
0,20101568,브에나비스타인터내셔널코리아,Vuenavista International Kores,배급사,20060149
1,20101568,브에나비스타인터내셔널코리아,Vuenavista International Kores,수입사,20060149
0,20101382,유니버셜 픽쳐스,Universal Pictures,제작사,20060173
1,20100649,UIP코리아,United International Pictures Korea,배급사,20060173
2,20100649,UIP코리아,United International Pictures Korea,수입사,20060173
0,20061098,㈜스튜디오이쩜영,,배급사,20060193
1,20101589,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.,수입사,20060193
0,20142048,(주)이수C&E,,배급사,20060204
1,20100103,(주)쇼박스,Showbox Corp,배급사,20060204
2,20062956,(주)포켓몬코리아,,수입사,20060204
3,20101508,대원씨앤에이홀딩스,,수입사,20060204
0,20100309,(주)소프트랜드 영상 사업부 에이포스트 픽쳐스,Softland A-Post Pictures,제작사,20060207
1,20100109,씨제이엔터테인먼트,CJ Entertainment,제작사,20060207
2,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20060207
3,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,20060207
