,showTypeGroupNm,showTypeNm,movieCd
0,필름,필름,20030410
0,필름,필름,20030316
1,2D,디지털,20030316
2,IMAX,IMAX,20030316
0,필름,필름,20030420
0,필름,필름,20030404
1,2D,디지털,20030404
0,필름,필름,20030426
0,필름,필름,20030350
1,필름,더빙,20030350
2,2D,디지털,20030350
3,2D,디지털 영문자막,20030350
0,필름,필름,20030408
0,필름,필름,20030430
0,필름,필름,20030433
1,2D,디지털,20030433
0,필름,필름,20030435
0,필름,필름,20040442
1,필름,필름,20040442
0,필름,필름,20040441
0,필름,필름,20030436
0,필름,필름,20040443
0,필름,필름,20030434
0,필름,필름,20030439
0,필름,필름,20030437
0,필름,필름,20030371
1,2D,디지털,20030371
0,필름,필름,20030206
0,필름,필름,20040467
0,필름,필름,20040460
0,필름,필름,20040459
0,필름,필름,20040451
0,필름,필름,20040463
0,필름,필름,20030440
1,2D,디지털,20030440
0,필름,필름,20030413
0,필름,필름,20040446
1,2D,디지털,20040446
0,필름,필름,20040461
0,필름,필름,20040476
1,필름,필름,20040476
2,2D,디지털,20040476
0,필름,필름,20040448
0,필름,필름,20040447
1,2D,디지털,20040447
0,필름,필름,20040464
0,필름,필름,20040505
0,필름,필름,20040462
1,2D,디지털,20040462
0,필름,필름,20040479
0,필름,필름,20040465
0,필름,필름,20040471
0,필름,필름,20040456
0,필름,필름,20040512
0,필름,필름,20040509
0,필름,필름,20040519
0,필름,필름,20040513
0,필름,필름,20040482
0,필름,필름,20040496
0,필름,필름,20040506
0,필름,필름,20040525
1,2D,디지털,20040525
0,필름,필름,20040481
0,필름,필름,20040486
0,필름,필름,20040522
0,필름,필름,20040528
0,필름,필름,20040514
0,필름,필름,20040499
0,필름,필름,20040523
0,필름,필름,20040487
1,2D,디지털,20040487
0,필름,필름,20040526
1,2D,디지털,20040526
0,필름,필름,20040455
1,2D,디지털,20040455
0,필름,필름,20040524
0,필름,필름,20040537
0,필름,필름,20040521
0,필름,필름,20040488
0,필름,필름,20040533
0,필름,필름,20040544
0,필름,필름,20040543
0,필름,필름,20040483
0,필름,필름,20040489
1,2D,디지털,20040489
0,필름,필름,20040549
1,2D,디지털,20040549
0,필름,필름,20040556
1,2D,디지털,20040556
0,필름,필름,20040553
0,필름,필름,20040555
0,필름,필름,20040484
1,2D,디지털,20040484
0,필름,필름,20040570
0,필름,필름,20040569
0,필름,필름,20040452
0,필름,필름,20040568
0,필름,필름,20040490
0,필름,필름,20040588
0,필름,필름,20040589
0,필름,필름,20040591
0,필름,필름,20040559
0,필름,필름,20040566
0,필름,필름,20040571
0,필름,필름,20040582
0,필름,필름,20040592
1,2D,디지털,20040592
0,필름,필름,20040579
0,필름,필름,20040583
0,필름,필름,20040584
0,필름,필름,20040491
0,필름,필름,20040515
1,2D,디지털,20040515
0,필름,필름,20040595
0,필름,필름,20040567
0,필름,필름,20040605
1,2D,디지털,20040605
0,필름,필름,20040598
1,2D,디지털,20040598
2,4D,4D,20040598
0,필름,필름,20040585
0,필름,필름,20040576
0,필름,필름,20040573
0,필름,필름,20040498
0,필름,필름,20040610
0,필름,필름,20040586
0,필름,필름,20040597
0,필름,필름,20040580
0,필름,필름,20040624
0,필름,필름,20040614
0,필름,필름,20040612
0,필름,필름,20040593
0,필름,필름,20040625
0,필름,필름,20040596
0,필름,필름,20040617
0,필름,필름,20040618
0,필름,필름,20040613
0,필름,필름,20040615
1,2D,디지털,20040615
0,필름,필름,20040616
0,필름,필름,20040637
0,필름,필름,20040623
0,필름,필름,20040631
1,2D,디지털,20040631
0,필름,필름,20040600
0,필름,필름,20040532
0,필름,필름,20040554
0,필름,필름,20040659
0,필름,필름,20040648
0,필름,필름,20040581
0,필름,필름,20040608
0,필름,필름,20040607
0,필름,필름,20040640
1,2D,디지털,20040640
0,필름,필름,20040647
0,필름,필름,20040649
0,필름,필름,20040642
0,필름,필름,20040619
1,2D,디지털,20040619
0,필름,필름,20040654
1,2D,디지털,20040654
0,필름,필름,20040651
0,필름,필름,20040650
0,필름,필름,20040669
0,필름,필름,20040670
0,필름,필름,20040663
0,필름,필름,20040676
0,필름,필름,20040628
1,필름,필름,20040628
0,필름,필름,20040656
1,2D,디지털,20040656
0,필름,필름,20040686
1,2D,디지털,20040686
0,필름,필름,20040655
0,필름,필름,20040690
1,2D,디지털,20040690
2,2D,디지털 4K,20040690
0,필름,필름,20040688
0,필름,필름,20040641
0,필름,필름,20040658
0,필름,필름,20040689
1,2D,디지털,20040689
0,필름,필름,20040680
0,필름,필름,20040692
0,필름,필름,20040671
0,필름,필름,20040695
1,2D,디지털,20040695
0,필름,필름,20040685
0,필름,필름,20040673
1,2D,디지털,20040673
0,필름,필름,20040696
0,필름,필름,20040694
0,필름,필름,20040698
0,필름,필름,20040723
0,필름,필름,20040716
0,필름,필름,20040712
0,필름,필름,20040708
0,필름,필름,20040657
0,필름,필름,20040700
0,필름,필름,20040731
0,필름,필름,20040704
1,2D,디지털,20040704
0,필름,필름,20040711
0,필름,필름,20040732
0,필름,필름,20040734
1,2D,디지털,20040734
0,필름,필름,20040720
0,필름,필름,20040738
0,필름,필름,20040472
1,2D,디지털,20040472
0,필름,필름,20040739
1,필름,더빙,20040739
0,필름,필름,20040715
0,필름,필름,20040752
0,필름,필름,20040672
1,2D,디지털,20040672
0,필름,필름,20040721
1,2D,디지털,20040721
0,필름,필름,20040743
0,필름,필름,20040682
0,필름,필름,20040717
0,필름,필름,20040745
1,2D,디지털,20040745
0,필름,필름,20040736
0,필름,필름,20040756
1,필름,더빙,20040756
2,2D,디지털,20040756
3,2D,디지털 더빙,20040756
0,필름,필름,20040748
0,필름,필름,20040766
0,필름,필름,20040746
0,필름,필름,20040706
1,2D,디지털,20040706
0,필름,필름,20040755
0,필름,필름,20040750
0,필름,필름,20040744
0,필름,필름,20048103
0,필름,필름,20040774
0,필름,필름,20040776
0,필름,필름,20040775
0,필름,필름,20040705
0,필름,필름,20040790
1,2D,디지털,20040790
0,필름,필름,20040791
0,필름,필름,20040786
0,필름,필름,20040785
1,필름,영어자막,20040785
2,필름,청각장애인용 자막,20040785
0,필름,필름,20040779
0,필름,필름,20050008
0,필름,필름,20050007
1,2D,디지털,20050007
0,필름,필름,20040798
1,2D,디지털,20040798
0,필름,필름,20040781
0,필름,필름,20040797
0,필름,필름,20050010
0,필름,필름,20050011
0,필름,필름,20040749
0,필름,필름,20040793
0,필름,필름,20040771
0,필름,필름,20050023
0,필름,필름,20050018
0,필름,필름,20050004
0,필름,필름,20050016
0,필름,필름,20050012
1,2D,디지털,20050012
0,필름,필름,20050027
0,필름,필름,20040778
1,2D,디지털,20040778
0,필름,필름,20050028
1,2D,디지털,20050028
0,필름,필름,20050033
0,필름,필름,20050014
0,필름,필름,20050041
1,2D,디지털,20050041
0,필름,필름,20040751
0,필름,필름,20050013
0,필름,필름,20050037
0,필름,필름,20050042
1,2D,디지털,20050042
0,필름,필름,20040702
0,필름,필름,20040741
0,필름,필름,20050009
1,2D,디지털,20050009
0,필름,필름,20050049
0,필름,필름,20050017
1,2D,디지털,20050017
0,필름,필름,20050048
0,필름,필름,20050039
1,필름,더빙,20050039
2,2D,디지털 더빙,20050039
0,필름,필름,20050029
0,필름,필름,20040754
0,필름,필름,20050058
0,필름,필름,20050030
0,필름,필름,20040772
0,필름,필름,20050034
0,필름,필름,20040687
0,필름,필름,20050060
0,필름,필름,20050069
0,필름,필름,20050077
1,2D,디지털,20050077
0,필름,필름,20050065
0,필름,필름,20050072
0,필름,필름,20050076
0,필름,필름,20050078
0,필름,필름,20050074
0,필름,필름,20050093
0,필름,필름,20050061
0,필름,필름,20050095
0,필름,필름,20050046
0,필름,필름,20050083
0,필름,필름,20050101
0,필름,필름,20050092
0,필름,필름,20050105
0,필름,필름,20050085
0,필름,필름,20050045
1,필름,청각장애인용 자막,20050045
0,필름,필름,20050087
0,필름,필름,20050117
0,필름,필름,20050062
0,필름,필름,20050126
0,필름,필름,20050015
0,필름,필름,20050110
0,필름,필름,20050064
1,필름,청각장애인용 자막,20050064
2,2D,디지털,20050064
0,필름,필름,20050113
0,필름,필름,20040638
0,필름,필름,20050001
0,필름,필름,20050112
1,2D,디지털,20050112
2,4D,4D,20050112
3,IMAX,IMAX,20050112
0,필름,필름,20050115
0,필름,필름,20050135
0,필름,필름,20050084
0,필름,필름,20050129
0,필름,필름,20050131
0,필름,필름,20050123
1,2D,디지털,20050123
0,필름,필름,20050137
0,필름,필름,20050130
0,필름,필름,20050140
0,필름,필름,20050141
0,필름,필름,20050142
0,필름,필름,20050144
0,필름,필름,20050147
0,필름,필름,20050148
1,2D,디지털,20050148
0,필름,필름,20050179
0,필름,필름,20050168
0,필름,필름,20050176
0,필름,필름,20050180
1,2D,디지털,20050180
0,필름,필름,20040626
0,필름,필름,20050154
0,필름,필름,20050178
0,필름,필름,20050145
1,2D,디지털,20050145
0,필름,필름,20050160
0,필름,필름,20050163
1,필름,더빙,20050163
2,2D,디지털,20050163
0,필름,필름,20050181
0,필름,필름,20050143
0,필름,필름,20050189
0,필름,필름,20050186
0,필름,필름,20050190
0,필름,필름,20050165
0,필름,필름,20050185
0,필름,필름,20050205
0,필름,필름,20050198
0,필름,필름,20050191
0,필름,필름,20050182
0,필름,필름,20050207
0,필름,필름,20050108
0,필름,필름,20050216
0,필름,필름,20050218
0,필름,필름,20050219
0,필름,필름,20050220
0,필름,필름,20050221
0,필름,필름,20050222
0,필름,필름,20050225
0,필름,필름,20050164
1,2D,디지털,20050164
0,필름,필름,20050239
1,2D,디지털,20050239
0,필름,필름,20050233
0,필름,필름,20050237
0,필름,필름,20050238
0,필름,필름,20050245
1,2D,디지털,20050245
0,필름,필름,20050228
0,필름,필름,20050232
1,2D,디지털,20050232
0,필름,필름,20050249
0,필름,필름,20050258
1,2D,디지털,20050258
0,필름,필름,20050250
1,2D,디지털,20050250
0,필름,필름,20050229
0,필름,필름,20050256
0,필름,필름,20050257
0,필름,필름,20050152
0,필름,필름,20050259
0,필름,필름,20050261
0,필름,필름,20050271
0,필름,필름,20050263
0,필름,필름,20050254
0,필름,필름,20050253
0,필름,필름,20050276
0,필름,필름,20050278
0,필름,필름,20050277
0,필름,필름,20050275
0,필름,필름,20050280
0,필름,필름,20050255
0,필름,필름,20050283
0,필름,필름,20050082
1,2D,디지털,20050082
2,2D,디지털 4K,20050082
0,필름,필름,20050291
0,필름,필름,20050288
0,필름,필름,20050290
0,필름,필름,20050289
0,필름,필름,20050292
0,필름,필름,20050305
1,2D,디지털,20050305
0,필름,필름,20050284
0,필름,필름,20050310
1,4D,4D,20050310
0,필름,필름,20050318
0,필름,필름,20050319
0,필름,필름,20050320
0,필름,필름,20050322
0,필름,필름,20050306
0,필름,필름,20050323
0,필름,필름,20050326
1,2D,디지털,20050326
0,필름,필름,20050324
0,필름,필름,20050331
0,필름,필름,20050330
0,필름,필름,20050332
0,필름,필름,20050321
0,필름,필름,20050333
1,2D,디지털,20050333
0,필름,필름,20050338
0,필름,필름,20050342
0,필름,필름,20050346
0,필름,필름,20050353
0,필름,필름,20050345
0,필름,필름,20050352
0,필름,필름,20060010
0,필름,필름,20050363
0,필름,필름,20050349
1,2D,디지털,20050349
0,필름,필름,20050361
0,필름,필름,20050359
0,필름,필름,20050354
0,필름,필름,20050364
0,필름,필름,20050362
0,필름,필름,20050360
0,필름,필름,20060017
0,필름,필름,20060016
0,필름,필름,20060015
0,필름,필름,20060022
1,필름,더빙,20060022
2,2D,디지털,20060022
3,2D,디지털 더빙,20060022
0,필름,필름,20060019
0,필름,필름,20050351
0,필름,필름,20060024
0,필름,필름,20050355
1,2D,디지털,20050355
0,필름,필름,20060031
0,필름,필름,20060025
0,필름,필름,20060038
0,필름,필름,20060040
1,2D,디지털,20060040
0,필름,필름,20050350
0,필름,필름,20060042
0,필름,필름,20060026
0,필름,필름,20050344
0,필름,필름,20060046
0,필름,필름,20060048
1,2D,디지털,20060048
0,필름,필름,20060047
0,필름,필름,20060051
0,필름,필름,20060033
1,2D,디지털,20060033
0,필름,필름,20060050
0,필름,필름,20060045
1,2D,디지털,20060045
0,필름,필름,20060057
0,필름,필름,20060056
1,2D,디지털,20060056
0,필름,필름,20050308
0,필름,필름,20060067
0,필름,필름,20060064
0,필름,필름,20060068
0,필름,필름,20060018
0,필름,필름,20060073
0,필름,필름,20060076
0,필름,필름,20060075
0,필름,필름,20060037
0,필름,필름,20060080
0,필름,필름,20060052
0,필름,필름,20060077
0,필름,필름,20060082
1,2D,디지털,20060082
0,필름,필름,20060299
0,필름,필름,20060089
1,2D,디지털,20060089
0,필름,필름,20060087
0,필름,필름,20060090
0,필름,필름,20060088
0,필름,필름,20060091
0,필름,필름,20060100
0,필름,필름,20060005
0,필름,필름,20060085
0,필름,필름,20060107
1,2D,디지털,20060107
0,필름,필름,20060093
1,2D,디지털,20060093
0,필름,필름,20060119
0,필름,필름,20060084
1,필름,더빙,20060084
0,필름,필름,20060113
0,필름,필름,20060112
0,필름,필름,20060121
0,필름,필름,20060117
0,필름,필름,20060123
1,2D,디지털,20060123
0,필름,필름,20060134
1,2D,디지털,20060134
0,필름,필름,20060124
0,필름,필름,20060125
0,필름,필름,20060126
0,필름,필름,20060129
1,2D,디지털,20060129
0,필름,필름,20060130
0,필름,필름,20060135
0,필름,필름,20060070
0,필름,필름,20060161
0,필름,필름,20060152
0,필름,필름,20060145
0,필름,필름,20060136
0,필름,필름,20060137
0,필름,필름,20060144
0,필름,필름,20060138
0,필름,필름,20060164
0,필름,필름,20060156
0,필름,필름,20060155
0,필름,필름,20060179
0,필름,필름,20060148
0,필름,필름,20060157
0,필름,필름,20050313
1,2D,디지털,20050313
0,필름,필름,20060139
0,필름,필름,20060146
0,필름,필름,20060160
0,필름,필름,20060180
0,필름,필름,20060147
1,2D,디지털,20060147
0,필름,필름,20060196
0,필름,필름,20060149
0,필름,필름,20060173
0,필름,필름,20060193
0,필름,필름,20060204
1,2D,디지털,20060204
2,2D,디지털 더빙,20060204
0,필름,필름,20060207
0,필름,필름,20060151
1,2D,디지털,20060151
0,필름,필름,20060202
0,필름,필름,20060194
0,필름,필름,20060208
0,필름,필름,20060210
0,필름,필름,20060191
0,필름,필름,20060227
0,필름,필름,20060197
0,필름,필름,20060214
0,필름,필름,20060218
0,필름,필름,20060212
1,2D,디지털,20060212
0,필름,필름,20060224
0,필름,필름,20060219
0,필름,필름,20060220
0,필름,필름,20060223
0,필름,필름,20060185
0,필름,필름,20060225
0,필름,필름,20060229
0,필름,필름,20060245
0,필름,필름,20060240
0,필름,필름,20060241
0,필름,필름,20060222
1,2D,디지털,20060222
0,필름,필름,20060247
0,필름,필름,20060140
0,필름,필름,20060242
0,필름,필름,20060231
0,필름,필름,20060232
0,필름,필름,20060233
0,필름,필름,20060177
0,필름,필름,20060244
0,필름,필름,20060234
0,필름,필름,20060257
0,필름,필름,20060258
0,필름,필름,20060276
0,필름,필름,20060250
1,2D,디지털,20060250
0,필름,필름,20060277
1,2D,디지털,20060277
0,필름,필름,20060284
1,2D,디지털,20060284
0,필름,필름,20060291
1,2D,디지털,20060291
0,필름,필름,20060259
0,필름,필름,20060272
1,2D,디지털,20060272
0,필름,필름,20060237
0,필름,필름,20060262
0,필름,필름,20060215
0,필름,필름,20060292
0,필름,필름,20060278
1,2D,디지털,20060278
0,필름,필름,20060264
1,2D,디지털,20060264
0,필름,필름,20060236
0,필름,필름,20060279
0,필름,필름,20060288
0,필름,필름,20060003
0,필름,필름,20060301
1,2D,디지털,20060301
0,필름,필름,20060280
0,필름,필름,20060340
0,필름,필름,20060281
0,필름,필름,20060316
0,필름,필름,20060261
0,필름,필름,20060192
0,필름,필름,20060283
0,필름,필름,20060352
0,필름,필름,20060311
0,필름,필름,20060310
0,필름,필름,20060353
1,2D,디지털,20060353
0,필름,필름,20060337
1,2D,디지털,20060337
0,필름,필름,20060315
0,필름,필름,20060334
1,2D,디지털,20060334
0,필름,필름,20060347
1,2D,디지털,20060347
0,필름,필름,20060354
0,필름,필름,20060338
0,필름,필름,20060339
0,필름,필름,20060356
0,필름,필름,20060369
0,필름,필름,20060364
0,필름,필름,20060387
0,필름,필름,20060348
0,필름,필름,20060373
0,필름,필름,20060351
1,2D,디지털,20060351
2,3D,3D 디지털,20060351
0,필름,필름,20060319
0,필름,필름,20060370
0,필름,필름,20060358
0,필름,필름,20060318
0,필름,필름,20060396
0,필름,필름,20060388
1,2D,디지털,20060388
0,필름,필름,20060365
1,2D,디지털,20060365
0,필름,필름,20060357
0,필름,필름,20060392
0,필름,필름,20060383
0,필름,필름,20060403
0,필름,필름,20060389
0,필름,필름,20060345
0,필름,필름,20060412
1,필름,청각장애인용 자막,20060412
0,필름,필름,20060405
1,2D,디지털,20060405
0,필름,필름,20060390
1,2D,디지털,20060390
0,필름,필름,20060391
0,필름,필름,20060413
0,필름,필름,20060407
0,필름,필름,20070005
0,필름,필름,20060417
0,필름,필름,20060410
1,2D,디지털,20060410
0,필름,필름,20060408
1,2D,디지털,20060408
0,필름,필름,20060409
0,필름,필름,20070015
1,2D,디지털,20070015
0,필름,필름,20060397
0,필름,필름,20060419
0,필름,필름,20060421
0,필름,필름,20070021
0,필름,필름,20060375
0,필름,필름,20070014
0,필름,필름,20070020
1,2D,디지털,20070020
0,필름,필름,20060422
0,필름,필름,20070013
0,필름,필름,20060398
0,필름,필름,20070028
0,필름,필름,20060423
1,2D,디지털,20060423
0,필름,필름,20070010
0,필름,필름,20070009
0,필름,필름,20070041
0,필름,필름,20070034
1,2D,디지털,20070034
0,필름,필름,20060430
1,2D,디지털,20060430
0,필름,필름,20070042
0,필름,필름,20070025
0,필름,필름,20070036
0,필름,필름,20070043
0,필름,필름,20070033
0,필름,필름,20060420
0,필름,필름,20070037
0,필름,필름,20070044
0,필름,필름,20070083
1,2D,디지털,20070083
0,필름,필름,20070071
0,필름,필름,20070066
0,필름,필름,20060282
0,필름,필름,20070102
0,필름,필름,20070084
0,필름,필름,20070047
0,필름,필름,20070029
1,2D,디지털,20070029
0,필름,필름,20070072
1,2D,디지털,20070072
0,필름,필름,20070108
0,필름,필름,20070050
0,필름,필름,20070104
1,2D,디지털,20070104
0,필름,필름,20070088
0,필름,필름,20070099
0,필름,필름,20070097
0,필름,필름,20070103
0,필름,필름,20070096
0,필름,필름,20070106
0,필름,필름,20070055
0,필름,필름,20070049
0,필름,필름,20070113
0,필름,필름,20070110
0,필름,필름,20070124
1,필름,더빙,20070124
0,필름,필름,20070056
0,필름,필름,20070111
0,필름,필름,20070148
0,필름,필름,20070151
0,필름,필름,20070130
0,필름,필름,20070127
1,2D,디지털,20070127
0,필름,필름,20070172
0,필름,필름,20070173
0,필름,필름,20070185
0,필름,필름,20070057
0,필름,필름,20070115
1,필름,청각장애인용 자막,20070115
2,2D,디지털,20070115
0,필름,필름,20060230
1,2D,디지털,20060230
0,필름,필름,20070188
0,필름,필름,20070100
0,필름,필름,20070192
0,필름,필름,20070137
0,필름,필름,20070116
1,필름,더빙,20070116
2,2D,디지털,20070116
3,2D,디지털 더빙,20070116
0,필름,필름,20070128
1,필름,청각장애인용 자막,20070128
2,2D,디지털,20070128
0,필름,필름,20070092
0,필름,필름,20070058
0,필름,필름,20070196
0,필름,필름,20070179
0,필름,필름,20070216
1,2D,디지털,20070216
2,2D,디지털 더빙,20070216
0,필름,필름,20070114
0,필름,필름,20070205
0,필름,필름,20070198
0,필름,필름,20070204
0,필름,필름,20070206
0,필름,필름,20070061
1,2D,디지털,20070061
2,IMAX,IMAX,20070061
0,필름,필름,20060263
0,필름,필름,20070234
0,필름,필름,20070208
0,필름,필름,20070063
1,2D,디지털,20070063
2,4D,4D,20070063
0,필름,필름,20070250
0,필름,필름,20070229
0,필름,필름,20070060
1,2D,디지털,20070060
0,필름,필름,20070254
0,필름,필름,20070268
1,2D,디지털,20070268
0,필름,필름,20070226
1,2D,디지털,20070226
0,필름,필름,20070209
1,필름,청각장애인용 자막,20070209
0,필름,필름,20070264
1,2D,디지털,20070264
0,필름,필름,20070261
0,필름,필름,20070257
0,필름,필름,20070293
0,필름,필름,20070316
1,필름,청각장애인용 자막,20070316
2,필름,더빙,20070316
3,2D,디지털,20070316
0,필름,필름,20070262
1,2D,디지털,20070262
0,필름,필름,20070317
0,필름,필름,20070260
0,필름,필름,20070059
0,필름,필름,20070289
0,필름,필름,20070117
1,필름,더빙,20070117
2,2D,디지털,20070117
3,2D,디지털 더빙,20070117
0,필름,필름,20070089
0,필름,필름,20070367
1,2D,디지털,20070367
0,필름,필름,20070306
0,필름,필름,20070303
1,2D,디지털,20070303
0,필름,필름,20070085
0,필름,필름,20060425
0,필름,필름,20070064
0,필름,필름,20070305
0,필름,필름,20070348
1,2D,디지털,20070348
0,필름,필름,20070294
0,필름,필름,20070107
0,필름,필름,20070374
0,필름,필름,20070370
0,필름,필름,20070381
0,필름,필름,20070355
0,필름,필름,20070393
0,필름,필름,20070420
0,필름,필름,20070422
1,2D,디지털,20070422
0,필름,필름,20070421
1,필름,청각장애인용 자막,20070421
2,2D,디지털,20070421
0,필름,필름,20070379
0,필름,필름,20070380
0,필름,필름,20070358
0,필름,필름,20070441
0,필름,필름,20070383
1,2D,디지털,20070383
0,필름,필름,20070424
0,필름,필름,20070454
1,2D,디지털,20070454
0,필름,필름,20070433
1,필름,청각장애인용 자막,20070433
2,2D,디지털,20070433
0,필름,필름,20070352
0,필름,필름,20070462
0,필름,필름,20070453
0,필름,필름,20070456
1,2D,디지털,20070456
0,필름,필름,20070457
0,필름,필름,20070449
0,필름,필름,20070495
0,필름,필름,20070434
0,필름,필름,20070497
0,필름,필름,20070520
0,필름,필름,20070023
0,필름,필름,20070450
1,2D,디지털,20070450
0,필름,필름,20070502
1,2D,디지털,20070502
0,필름,필름,20070500
0,필름,필름,20070435
1,2D,디지털,20070435
0,필름,필름,20070501
0,필름,필름,20070494
0,필름,필름,20070465
0,필름,필름,20070541
0,필름,필름,20070582
1,2D,디지털,20070582
0,필름,필름,20070474
0,필름,필름,20070543
0,필름,필름,20070466
1,필름,청각장애인용 자막,20070466
2,2D,디지털,20070466
0,필름,필름,20070521
0,필름,필름,20070504
0,필름,필름,20070091
0,필름,필름,20070593
0,필름,필름,20070555
0,필름,필름,20070522
1,2D,디지털,20070522
0,필름,필름,20070585
1,2D,디지털,20070585
0,필름,필름,20072520
1,2D,디지털,20072520
0,필름,필름,20070545
1,필름,청각장애인용 자막,20070545
0,필름,필름,20070498
0,필름,필름,20070499
0,필름,필름,20070635
1,2D,디지털,20070635
0,필름,필름,20070636
0,필름,필름,20070550
0,필름,필름,20070637
0,필름,필름,20070610
1,2D,디지털,20070610
0,필름,필름,20070602
1,2D,디지털,20070602
2,2D,디지털 더빙,20070602
0,필름,필름,20070551
0,필름,필름,20070549
0,필름,필름,20070639
1,필름,청각장애인용 자막,20070639
0,필름,필름,20070640
1,2D,디지털,20070640
0,필름,필름,20070562
1,필름,더빙,20070562
0,필름,필름,20070642
0,필름,필름,20070586
0,필름,필름,20070643
0,필름,필름,20070641
0,필름,필름,20070563
0,필름,필름,20070661
0,필름,필름,20071003
0,필름,필름,20070382
1,필름,청각장애인용 자막,20070382
0,필름,필름,20071064
0,필름,필름,20071042
0,필름,필름,20070566
0,필름,필름,20071063
0,필름,필름,20071065
0,필름,필름,20080009
0,필름,필름,20070660
0,필름,필름,20080010
0,필름,필름,20080008
0,필름,필름,20070672
0,필름,필름,20071014
0,필름,필름,20071675
0,필름,필름,20080011
0,필름,필름,20071067
1,필름,영어자막,20071067
0,필름,필름,20080013
1,2D,디지털,20080013
0,필름,필름,20080015
1,필름,청각장애인용 자막,20080015
2,2D,디지털,20080015
0,필름,필름,20070548
0,필름,필름,20080014
0,필름,필름,20080021
0,필름,필름,20080047
0,필름,필름,20080046
1,2D,디지털,20080046
0,필름,필름,20080038
0,필름,필름,20080024
1,2D,디지털,20080024
0,필름,필름,20071047
0,필름,필름,20080030
0,필름,필름,20080062
1,2D,디지털,20080062
0,필름,필름,20080065
1,2D,디지털,20080065
0,필름,필름,20080054
0,필름,필름,20080029
1,2D,디지털,20080029
0,필름,필름,20080032
0,필름,필름,20072151
1,필름,청각장애인용 자막,20072151
2,2D,디지털,20072151
0,필름,필름,20080078
1,2D,디지털,20080078
0,필름,필름,20080079
0,필름,필름,20080088
0,필름,필름,20080077
1,2D,디지털,20080077
0,필름,필름,20080142
0,필름,필름,20080141
0,필름,필름,20080145
0,필름,필름,20080105
1,2D,디지털,20080105
0,필름,필름,20080148
0,필름,필름,20080149
0,필름,필름,20080146
1,2D,디지털,20080146
0,필름,필름,20080226
0,필름,필름,20080230
0,필름,필름,20080055
0,필름,필름,20080228
0,필름,필름,20080225
0,필름,필름,20080254
0,필름,필름,20080258
0,필름,필름,20080252
0,필름,필름,20080253
0,필름,필름,20072148
1,필름,청각장애인용 자막,20072148
2,2D,디지털,20072148
0,필름,필름,20080291
0,필름,필름,20080331
0,필름,필름,20080328
1,2D,디지털,20080328
2,2D,디지털 더빙,20080328
0,필름,필름,20080337
1,2D,디지털,20080337
0,필름,필름,20080348
0,필름,필름,20080236
0,필름,필름,20080349
1,2D,디지털,20080349
0,필름,필름,20080350
0,필름,필름,20080363
0,필름,필름,20080364
0,필름,필름,20080365
0,필름,필름,20080379
1,2D,디지털,20080379
0,필름,필름,20080396
1,2D,디지털,20080396
2,4D,4D,20080396
0,필름,필름,20080394
0,필름,필름,20080393
0,필름,필름,20080397
0,필름,필름,20080472
1,필름,더빙,20080472
0,필름,필름,20080476
0,필름,필름,20080478
0,필름,필름,20080516
0,필름,필름,20080479
1,2D,디지털,20080479
0,필름,필름,20080514
0,필름,필름,20070675
0,필름,필름,20080654
0,필름,필름,20080656
0,필름,필름,20080641
0,필름,필름,20080659
0,필름,필름,20080660
0,필름,필름,20080661
0,필름,필름,20070203
0,필름,필름,20080653
1,필름,더빙,20080653
2,2D,디지털,20080653
3,2D,디지털 더빙,20080653
4,IMAX,IMAX,20080653
0,필름,필름,20080709
0,필름,필름,20071060
1,필름,청각장애인용 자막,20071060
0,필름,필름,20080706
0,필름,필름,20080830
0,필름,필름,20080829
0,필름,필름,20072673
0,필름,필름,20080828
1,2D,디지털,20080828
0,필름,필름,20080736
1,필름,청각장애인용 자막,20080736
2,2D,디지털,20080736
0,필름,필름,20080836
0,필름,필름,20080835
0,필름,필름,20080837
0,필름,필름,20080663
1,필름,영어자막,20080663
2,필름,청각장애인용 자막,20080663
0,필름,필름,20080847
1,2D,디지털,20080847
0,필름,필름,20070291
0,필름,필름,20080513
1,2D,디지털,20080513
2,2D,디지털 더빙,20080513
0,필름,필름,20080873
0,필름,필름,20080874
0,필름,필름,20080845
0,필름,필름,20080848
0,필름,필름,20080877
0,필름,필름,20080914
0,필름,필름,20080878
0,필름,필름,20080871
0,필름,필름,20072152
1,필름,필름,20072152
2,필름,영어자막,20072152
3,필름,청각장애인용 자막,20072152
4,2D,디지털,20072152
5,4D,4D,20072152
0,필름,필름,20080946
0,필름,필름,20080963
0,필름,필름,20080962
0,필름,필름,20080764
1,2D,디지털,20080764
0,필름,필름,20080992
0,필름,필름,20080996
0,필름,필름,20080968
1,2D,디지털,20080968
0,필름,필름,20081056
1,2D,디지털,20081056
2,2D,디지털 4K,20081056
3,4D,4D,20081056
4,IMAX,IMAX,20081056
0,필름,필름,20081058
0,필름,필름,20081057
1,필름,더빙,20081057
2,2D,디지털,20081057
3,2D,디지털 더빙,20081057
0,필름,필름,20081059
1,필름,더빙,20081059
0,필름,필름,20080833
0,필름,필름,20081132
0,필름,필름,20081096
0,필름,필름,20080965
0,필름,필름,20081094
0,필름,필름,20081001
1,필름,영어자막,20081001
2,필름,청각장애인용 자막,20081001
3,2D,디지털,20081001
0,필름,필름,20081169
