,showTypeGroupNm,showTypeNm,movieCd
0,2D,디지털,20190621
0,2D,디지털,20206062
1,2D,디지털 더빙,20206062
0,2D,디지털,20206826
0,2D,디지털,20206588
0,2D,디지털,20208045
0,2D,디지털,20202684
0,2D,디지털,20202502
0,2D,디지털,20206362
0,2D,디지털,20194424
0,2D,디지털,20183583
0,2D,디지털,20208393
1,2D,디지털 더빙,20208393
0,2D,디지털,20181162
1,2D,디지털 가치봄,20181162
0,2D,디지털,20197121
1,2D,디지털 가치봄,20197121
0,2D,디지털,20208508
0,2D,디지털,20203842
1,4D,4D,20203842
0,2D,디지털,20192271
1,2D,디지털 더빙,20192271
0,2D,디지털,20200145
0,2D,디지털,20209005
0,2D,디지털,20209466
0,필름,필름,20145141
1,2D,디지털,20145141
0,2D,디지털,20209304
0,2D,디지털,20205980
0,2D,디지털,20192193
0,필름,필름,20040734
1,2D,디지털,20040734
0,2D,디지털,20202601
0,2D,디지털,20190582
1,2D,디지털 가치봄,20190582
0,2D,디지털,20206547
1,DOLBYCINEMA,DOLBYCINEMA,20206547
0,2D,디지털 더빙,20208448
0,2D,디지털,20204432
0,2D,디지털,20209370
0,2D,디지털,20200294
0,2D,디지털,20200200
0,2D,디지털,20209650
0,2D,디지털,20208961
0,2D,디지털,20181983
0,2D,디지털,20201123
0,2D,디지털,20209771
0,2D,디지털,20200554
0,2D,디지털,20206710
0,2D,디지털,20197853
0,필름,필름,20149120
1,2D,디지털,20149120
2,4D,4D,20149120
3,IMAX,IMAX,20149120
0,2D,디지털,20164621
1,4D,4D,20164621
2,IMAX,IMAX,20164621
0,2D,디지털,20201002
1,2D,디지털 영문자막,20201002
0,2D,디지털,20202366
1,4D,4D,20202366
2,IMAX,IMAX,20202366
0,2D,디지털,20200883
0,필름,필름,20030404
1,2D,디지털,20030404
0,2D,디지털,20201174
0,2D,디지털,20200936
0,2D,디지털,20205216
0,2D,디지털,20192567
1,4D,4D,20192567
2,IMAX,IMAX,20192567
3,ScreenX,ScreenX,20192567
4,DOLBYCINEMA,DOLBYCINEMA,20192567
0,필름,필름,20040725
1,2D,디지털,20040725
2,2D,디지털 4K,20040725
0,2D,디지털 더빙,20202128
0,2D,디지털,20202368
0,2D,디지털,20209538
0,2D,디지털,20202703
0,2D,디지털,20202647
0,2D,디지털 더빙,20202130
0,필름,필름,20081445
1,2D,디지털,20081445
0,2D,디지털,20200512
0,2D,디지털,20202931
0,2D,디지털,20182674
0,2D,디지털,20198056
0,2D,디지털,20197277
0,필름,필름,20078386
1,2D,디지털,20078386
0,필름,필름,19910182
1,2D,디지털,19910182
0,2D,디지털,20203689
0,2D,디지털,20207443
1,2D,디지털 더빙,20207443
2,4D,4D,20207443
3,DOLBYCINEMA,DOLBYCINEMA,20207443
0,2D,디지털,20200703
1,2D,디지털 더빙,20200703
2,4D,4D,20200703
3,IMAX,IMAX,20200703
0,2D,디지털,20202540
0,2D,디지털,20202924
0,2D,디지털,20204504
0,2D,디지털,20209926
1,2D,디지털 가치봄,20209926
0,2D,디지털,20201649
0,2D,디지털,20201022
0,2D,디지털,20198053
1,2D,디지털 영문자막,20198053
0,필름,필름,20150942
1,2D,디지털,20150942
0,2D,디지털,20215041
1,4D,4D,20215041
2,ScreenX,ScreenX,20215041
0,2D,디지털,20204628
0,2D,디지털,20215301
0,필름,필름,20080269
1,2D,디지털,20080269
2,2D,디지털 4K,20080269
0,2D,디지털,20204333
0,2D,디지털,20202792
0,2D,디지털,20200472
1,2D,디지털 가치봄,20200472
0,2D,디지털,20190323
0,2D,디지털,20214981
1,4D,4D,20214981
2,IMAX,IMAX,20214981
3,DOLBYCINEMA,DOLBYCINEMA,20214981
0,필름,필름,20050310
1,4D,4D,20050310
0,2D,디지털,20209627
1,2D,디지털 가치봄,20209627
0,2D,디지털,20215810
0,2D,디지털,20203009
1,2D,디지털 더빙,20203009
0,2D,디지털,20199541
0,2D,디지털,20214848
0,2D,디지털,20200311
0,2D,디지털,20202812
0,2D,디지털,20215843
1,4D,4D,20215843
2,IMAX,IMAX,20215843
3,DOLBYCINEMA,DOLBYCINEMA,20215843
0,2D,디지털,20202555
1,2D,디지털 더빙,20202555
2,4D,4D 더빙,20202555
3,4D,4D,20202555
0,2D,디지털,20198663
0,2D,디지털,20209013
0,2D,디지털,20215221
0,2D,디지털,20215862
0,2D,디지털,20205144
1,2D,디지털 영문자막,20205144
2,2D,디지털 가치봄,20205144
0,2D,디지털,20200263
1,2D,디지털 더빙,20200263
2,4D,4D 더빙,20200263
3,4D,4D,20200263
4,IMAX,IMAX,20200263
5,DOLBYCINEMA,DOLBYCINEMA,20200263
0,필름,필름,20071054
1,2D,디지털,20071054
2,2D,디지털 4K,20071054
0,2D,디지털,20216555
0,2D,디지털,20216051
0,필름,필름,20010083
1,2D,디지털,20010083
2,IMAX,IMAX,20010083
0,2D,디지털,20216022
0,2D,디지털,20215056
0,2D,디지털,20216069
0,필름,필름,20020234
1,2D,디지털,20020234
2,IMAX,IMAX,20020234
0,필름,필름,20030316
1,2D,디지털,20030316
2,IMAX,IMAX,20030316
0,2D,디지털,20216768
1,2D,디지털 가치봄,20216768
0,2D,디지털,20216361
0,2D,디지털,20215850
1,4D,4D,20215850
2,IMAX,IMAX,20215850
3,DOLBYCINEMA,DOLBYCINEMA,20215850
0,2D,디지털,20216673
0,2D,디지털,20216432
0,2D,디지털,20216372
0,2D,디지털,20197434
1,2D,디지털 영문자막,20197434
2,2D,디지털 가치봄,20197434
0,2D,디지털,20205155
1,2D,디지털 더빙,20205155
0,2D,디지털,20190683
0,2D,디지털,20214847
0,2D,디지털,20216492
1,4D,4D,20216492
2,DOLBYCINEMA,DOLBYCINEMA,20216492
0,2D,디지털,20216523
1,4D,4D,20216523
2,IMAX,IMAX,20216523
0,2D,디지털,20200065
0,필름,필름,20124134
1,2D,디지털,20124134
0,2D,디지털,20215803
0,2D,디지털,20183003
0,2D,디지털,20216710
1,2D,디지털 더빙,20216710
2,4D,4D 더빙,20216710
3,4D,4D,20216710
0,2D,디지털,20199630
1,2D,디지털 영문자막,20199630
0,2D,디지털,20215046
0,2D,디지털,20194501
0,2D,디지털,20193068
0,2D,디지털,20216703
0,2D,디지털 더빙,20216908
0,2D,디지털,20217278
0,2D,디지털,20202585
1,2D,디지털 더빙,20202585
2,4D,4D 더빙,20202585
3,4D,4D,20202585
0,2D,디지털,20217551
0,2D,디지털,20217174
0,2D,디지털,20217484
1,IMAX,IMAX,20217484
0,필름,가치봄,20214763
1,2D,디지털,20214763
2,2D,디지털 가치봄,20214763
3,2D,디지털 수화,20214763
0,2D,디지털,20200524
0,2D,디지털,20205041
1,4D,4D,20205041
2,IMAX,IMAX,20205041
3,DOLBYCINEMA,DOLBYCINEMA,20205041
0,2D,디지털,20217478
1,2D,디지털 더빙,20217478
0,2D,디지털,20200295
1,2D,디지털 영문자막,20200295
0,2D,디지털,20216362
1,DOLBYCINEMA,DOLBYCINEMA,20216362
0,2D,디지털,20194461
1,2D,디지털 가치봄,20194461
0,2D,디지털,20217573
1,2D,디지털 더빙,20217573
0,2D,디지털,20217500
0,필름,필름,20010241
1,2D,디지털,20010241
0,2D,디지털,20217736
1,4D,4D,20217736
2,IMAX,IMAX,20217736
3,DOLBYCINEMA,DOLBYCINEMA,20217736
0,2D,디지털,20216083
0,2D,디지털,20217707
0,2D,디지털,20217121
0,2D,디지털,20217651
1,IMAX,IMAX,20217651
2,DOLBYCINEMA,DOLBYCINEMA,20217651
0,2D,디지털,20217692
1,2D,디지털 더빙,20217692
0,2D,디지털,20204261
1,4D,4D,20204261
2,IMAX,IMAX,20204261
3,DOLBYCINEMA,DOLBYCINEMA,20204261
0,2D,디지털,20202477
0,2D,디지털,20216685
1,2D,디지털 더빙,20216685
2,DOLBYCINEMA,DOLBYCINEMA,20216685
0,2D,디지털,20218240
0,2D,디지털,20217950
1,4D,4D,20217950
2,IMAX,IMAX,20217950
3,DOLBYCINEMA,DOLBYCINEMA,20217950
0,2D,디지털,20216581
0,2D,디지털,20192696
0,2D,디지털,20204790
1,IMAX,IMAX,20204790
2,DOLBYCINEMA,DOLBYCINEMA,20204790
0,2D,디지털,20198161
0,2D,디지털,20218006
0,2D,디지털,20218345
1,4D,4D,20218345
0,2D,디지털,20191951
1,4D,4D,20191951
2,IMAX,IMAX,20191951
3,ScreenX,ScreenX,20191951
4,DOLBYCINEMA,DOLBYCINEMA,20191951
0,2D,디지털,20218364
0,2D,디지털,20218827
0,2D,디지털,20218348
0,2D,디지털,20217490
1,2D,디지털 더빙,20217490
2,DOLBYCINEMA,DOLBYCINEMA,20217490
0,2D,디지털,20218333
0,2D,디지털,20217024
0,2D,디지털,20218391
1,2D,디지털 더빙,20218391
0,2D,디지털,20218567
0,2D,디지털,20218420
0,2D,디지털,20200237
0,2D,디지털,20204117
1,2D,디지털 영문자막,20204117
2,2D,디지털 가치봄,20204117
3,4D,4D,20204117
4,IMAX,IMAX,20204117
5,ScreenX,ScreenX,20204117
0,2D,디지털,20218349
1,4D,4D,20218349
2,IMAX,IMAX,20218349
3,DOLBYCINEMA,DOLBYCINEMA,20218349
0,2D,디지털,20202185
0,2D,디지털,20217845
1,4D,4D,20217845
2,IMAX,IMAX,20217845
3,DOLBYCINEMA,DOLBYCINEMA,20217845
0,2D,디지털 더빙,20218875
0,2D,디지털,20218834
0,2D,디지털,20218815
0,2D,디지털,20196270
1,2D,디지털 가치봄,20196270
0,2D,디지털,20192986
1,4D,4D,20192986
2,IMAX,IMAX,20192986
3,DOLBYCINEMA,DOLBYCINEMA,20192986
0,2D,디지털,20192194
1,2D,디지털 가치봄,20192194
0,2D,디지털,20193385
1,2D,디지털 더빙,20193385
0,2D,디지털,20218392
1,DOLBYCINEMA,DOLBYCINEMA,20218392
0,2D,디지털,20219381
1,2D,디지털 더빙,20219381
0,2D,디지털,20216050
0,2D,디지털,20218653
1,4D,4D,20218653
2,ScreenX,ScreenX,20218653
0,2D,디지털,20218985
1,IMAX,IMAX,20218985
2,DOLBYCINEMA,DOLBYCINEMA,20218985
0,2D,디지털,20219331
0,2D,디지털,20218949
1,2D,디지털 더빙,20218949
0,2D,디지털,20217742
1,4D,4D,20217742
2,IMAX,IMAX,20217742
3,DOLBYCINEMA,DOLBYCINEMA,20217742
0,2D,디지털,20219822
0,2D,디지털,20218904
1,2D,디지털 가치봄,20218904
0,2D,디지털,20161872
1,2D,디지털 더빙,20161872
2,2D,디지털 4K,20161872
3,2D,디지털 가치봄,20161872
4,IMAX,IMAX,20161872
0,2D,디지털,20219185
0,2D,디지털,20190815
1,2D,디지털 가치봄,20190815
0,2D,디지털,20200474
1,2D,디지털 가치봄,20200474
2,2D,디지털 수화,20200474
0,2D,디지털,20216801
1,2D,디지털 더빙,20216801
0,2D,디지털,20218604
1,2D,디지털 더빙,20218604
0,필름,필름,20010291
1,2D,디지털,20010291
2,4D,4D,20010291
0,2D,디지털,20219311
0,2D,디지털,20219770
0,2D,디지털,20210250
0,2D,디지털,20191061
1,4D,4D,20191061
2,IMAX,IMAX,20191061
3,ScreenX,ScreenX,20191061
4,DOLBYCINEMA,DOLBYCINEMA,20191061
0,2D,디지털,20219826
1,2D,디지털 더빙,20219826
0,2D,디지털,20218758
0,필름,필름,20139221
1,2D,디지털,20139221
2,3D,3D 디지털,20139221
3,4D,4D,20139221
4,IMAX,IMAX 3D,20139221
0,2D,디지털,20210142
0,2D,디지털,20218052
1,4D,4D,20218052
2,IMAX,IMAX,20218052
3,ScreenX,ScreenX,20218052
4,DOLBYCINEMA,DOLBYCINEMA,20218052
0,2D,디지털,20203824
0,2D,디지털,20200302
1,2D,디지털 영문자막,20200302
0,2D,디지털,20210304
1,2D,디지털 더빙,20210304
0,2D,디지털,20210087
1,4D,4D,20210087
2,IMAX,IMAX,20210087
3,DOLBYCINEMA,DOLBYCINEMA,20210087
0,2D,디지털,20219115
0,2D,디지털,20210853
0,2D,디지털,20210865
1,2D,디지털 더빙,20210865
0,2D,디지털 더빙,20210682
0,2D,디지털,20210587
0,2D,디지털,20210662
0,2D,디지털,20218256
1,4D,4D,20218256
2,IMAX,IMAX,20218256
3,DOLBYCINEMA,DOLBYCINEMA,20218256
0,2D,디지털,20210262
0,2D,디지털,20219894
0,2D,디지털,20210302
0,2D,디지털,20203286
1,2D,디지털 가치봄,20203286
0,2D,디지털,20210937
1,2D,디지털 더빙,20210937
0,2D,디지털,20210301
0,2D,디지털,20211313
0,2D,디지털,20191243
1,2D,디지털 가치봄,20191243
0,2D,디지털,20201876
0,2D,디지털,20210244
0,2D,디지털,20210600
0,2D,디지털,20211261
0,2D,디지털,20210752
0,2D,디지털,20196264
1,2D,디지털 영문자막,20196264
0,2D,디지털,20210864
1,2D,디지털 더빙,20210864
2,DOLBYCINEMA,DOLBYCINEMA,20210864
0,2D,디지털,20205986
0,2D,디지털,20219056
0,2D,디지털,20196763
1,4D,4D,20196763
2,IMAX,IMAX,20196763
3,ScreenX,ScreenX,20196763
4,DOLBYCINEMA,DOLBYCINEMA,20196763
0,2D,디지털,20210663
0,2D,디지털,20183772
1,2D,디지털 가치봄,20183772
0,2D,디지털,20211271
0,2D,디지털,20212015
0,2D,디지털,20211413
1,4D,4D,20211413
2,ScreenX,ScreenX,20211413
0,2D,디지털,20211831
1,4D,4D,20211831
0,2D,디지털,20210028
1,4D,4D,20210028
2,IMAX,IMAX,20210028
3,ScreenX,ScreenX,20210028
4,DOLBYCINEMA,DOLBYCINEMA,20210028
0,2D,디지털,20212217
1,2D,디지털 더빙,20212217
0,필름,필름,20010264
1,2D,디지털,20010264
0,2D,디지털,20194403
1,4D,4D,20194403
2,DOLBYCINEMA,DOLBYCINEMA,20194403
0,2D,디지털,20211281
1,4D,4D,20211281
2,IMAX,IMAX,20211281
3,DOLBYCINEMA,DOLBYCINEMA,20211281
0,2D,디지털,20211768
1,2D,디지털 더빙,20211768
0,2D,디지털,20218415
1,2D,디지털 가치봄,20218415
0,2D,디지털,20217807
0,2D,디지털,20218390
0,2D,디지털,20212077
0,2D,디지털,20199882
0,2D,디지털,20218764
1,2D,디지털 더빙,20218764
0,2D,디지털,20192354
0,필름,필름,19838068
1,2D,디지털,19838068
0,2D,디지털,20193082
1,IMAX,IMAX,20193082
2,DOLBYCINEMA,DOLBYCINEMA,20193082
0,2D,디지털,20211177
0,2D,디지털,20211241
1,2D,디지털 더빙,20211241
0,2D,디지털,20211740
0,2D,디지털,20212672
0,2D,디지털,20219626
0,2D,디지털,20201965
1,4D,4D,20201965
2,IMAX,IMAX,20201965
0,2D,디지털,20188441
1,2D,디지털 영문자막,20188441
0,2D,디지털,20212952
0,2D,디지털,20219816
0,2D,디지털,20205443
1,DOLBYCINEMA,DOLBYCINEMA,20205443
0,2D,디지털,20212836
0,2D,디지털,20205261
0,2D,디지털,20223278
1,4D,4D,20223278
2,IMAX,IMAX,20223278
3,DOLBYCINEMA,DOLBYCINEMA,20223278
0,2D,디지털,20211200
1,4D,4D,20211200
2,IMAX,IMAX,20211200
3,ScreenX,ScreenX,20211200
4,DOLBYCINEMA,DOLBYCINEMA,20211200
0,2D,디지털 더빙,20223308
0,2D,디지털,20223302
0,2D,디지털,20212741
0,2D,디지털,20208006
0,2D,디지털,20223743
0,2D,디지털,20212708
0,2D,디지털,20212973
1,4D,4D,20212973
2,IMAX,IMAX,20212973
3,ScreenX,ScreenX,20212973
4,DOLBYCINEMA,DOLBYCINEMA,20212973
0,2D,디지털,20190299
0,2D,디지털,20223828
0,2D,디지털,20223953
0,2D,디지털,20223804
0,2D,디지털,20223676
1,4D,4D,20223676
2,IMAX,IMAX,20223676
0,2D,디지털,20210541
0,2D,디지털,20223950
0,2D,디지털,20216064
0,2D,디지털,20199500
0,2D,디지털,20223583
0,2D,디지털,20224069
0,2D,디지털,20224143
0,2D,디지털,20223404
0,2D,디지털,20204431
1,4D,4D,20204431
2,IMAX,IMAX,20204431
3,ScreenX,ScreenX,20204431
4,DOLBYCINEMA,DOLBYCINEMA,20204431
0,2D,디지털,20200418
0,2D,디지털,20219344
0,2D,디지털,20223403
0,2D,디지털,20212618
1,2D,디지털 더빙,20212618
2,4D,4D 더빙,20212618
3,4D,4D,20212618
4,DOLBYCINEMA,DOLBYCINEMA,20212618
0,2D,디지털,20212724
1,IMAX,IMAX,20212724
2,DOLBYCINEMA,DOLBYCINEMA,20212724
0,2D,디지털,20196906
0,2D,디지털,20223614
0,2D,디지털,20217298
0,2D,디지털,20212725
1,4D,4D,20212725
2,IMAX,IMAX,20212725
3,ScreenX,ScreenX,20212725
4,DOLBYCINEMA,DOLBYCINEMA,20212725
0,2D,디지털,20219310
1,2D,디지털 가치봄,20219310
0,2D,디지털,20217023
0,2D,디지털,20204845
0,2D,디지털,20196669
0,2D,디지털,20212783
1,4D,4D,20212783
2,DOLBYCINEMA,DOLBYCINEMA,20212783
0,2D,디지털,20224142
1,4D,4D,20224142
2,ScreenX,ScreenX,20224142
0,2D,디지털,20224270
1,2D,디지털 더빙,20224270
0,2D,디지털,20178501
0,2D,디지털,20217982
0,2D,디지털,20217769
0,2D,디지털,20212855
1,3D,3D 디지털,20212855
2,4D,4D,20212855
3,IMAX,IMAX,20212855
4,ScreenX,ScreenX,20212855
5,DOLBYCINEMA,DOLBYCINEMA,20212855
6,DOLBYCINEMA,DOLBYCINEMA 3D,20212855
0,2D,디지털 더빙,20224148
0,2D,디지털,20210962
0,2D,디지털 더빙,20223388
0,2D,디지털,20204548
1,2D,디지털 영문자막,20204548
2,2D,디지털 가치봄,20204548
3,IMAX,IMAX,20204548
0,2D,디지털,20223940
0,2D,디지털,20224223
0,2D,디지털,20223991
0,2D,디지털,20211568
1,2D,디지털 영문자막,20211568
0,2D,디지털,20211421
0,2D,디지털,20224634
0,2D,디지털,20143441
1,2D,디지털 더빙,20143441
0,2D,디지털,20225055
0,2D,디지털,20217334
0,2D,디지털,20224304
0,2D,디지털,20211382
1,2D,디지털 가치봄,20211382
0,2D,디지털,20206061
1,3D,3D 디지털,20206061
2,4D,4D,20206061
3,IMAX,IMAX,20206061
4,DOLBYCINEMA,DOLBYCINEMA,20206061
0,2D,디지털,20135304
1,2D,디지털 더빙,20135304
0,2D,디지털,20210590
0,2D,디지털,20224468
0,2D,디지털 더빙,20224891
0,2D,디지털,20206257
1,2D,디지털 영문자막,20206257
2,2D,디지털 가치봄,20206257
0,2D,디지털,20194376
1,4D,4D,20194376
2,IMAX,IMAX,20194376
3,ScreenX,ScreenX,20194376
4,DOLBYCINEMA,DOLBYCINEMA,20194376
0,2D,디지털,20218527
0,2D,디지털,20224995
0,2D,디지털,20224882
0,2D,디지털,20223839
1,2D,디지털 더빙,20223839
2,4D,4D 더빙,20223839
3,4D,4D,20223839
4,IMAX,IMAX,20223839
5,DOLBYCINEMA,DOLBYCINEMA,20223839
0,2D,디지털,20210843
0,2D,디지털,20225114
0,2D,디지털,20224757
0,2D,디지털,20209654
1,2D,디지털 영문자막,20209654
2,2D,디지털 가치봄,20209654
0,2D,디지털,20212317
0,2D,디지털,20224662
1,3D,3D 디지털,20224662
2,4D,4D,20224662
3,IMAX,IMAX,20224662
4,IMAX,IMAX 3D,20224662
5,ScreenX,ScreenX,20224662
6,DOLBYCINEMA,DOLBYCINEMA,20224662
7,DOLBYCINEMA,DOLBYCINEMA 3D,20224662
0,2D,디지털,20211321
1,2D,디지털 더빙,20211321
0,필름,필름,19978805
1,2D,디지털,19978805
0,2D,디지털,20225994
0,2D,디지털,20225979
0,2D,디지털,20225237
1,2D,디지털 더빙,20225237
2,4D,4D 더빙,20225237
3,4D,4D,20225237
0,2D,디지털,20225175
1,ScreenX,ScreenX,20225175
2,DOLBYCINEMA,DOLBYCINEMA,20225175
0,2D,디지털,20225186
0,2D,디지털,20225180
0,2D,디지털,20224791
0,2D,디지털,20208446
1,2D,디지털 가치봄,20208446
2,4D,4D,20208446
3,IMAX,IMAX,20208446
0,2D,디지털,20205362
1,2D,디지털 더빙,20205362
2,4D,4D 더빙,20205362
3,4D,4D,20205362
0,2D,디지털,20225293
0,2D,디지털,20209343
1,2D,디지털 가치봄,20209343
2,4D,4D,20209343
3,IMAX,IMAX,20209343
4,ScreenX,ScreenX,20209343
0,2D,디지털,20225190
1,2D,디지털 영문자막,20225190
0,2D,디지털,20196410
1,2D,디지털 가치봄,20196410
2,4D,4D,20196410
3,IMAX,IMAX,20196410
4,ScreenX,ScreenX,20196410
0,2D,디지털,20226207
0,2D,디지털,20226107
1,2D,디지털 더빙,20226107
0,2D,디지털,20211792
1,2D,디지털 가치봄,20211792
0,2D,디지털,20224965
1,2D,디지털 더빙,20224965
0,2D,디지털 더빙,20226034
0,2D,디지털,20219345
1,4D,4D,20219345
2,IMAX,IMAX,20219345
3,DOLBYCINEMA,DOLBYCINEMA,20219345
0,2D,디지털,20225448
1,4D,4D,20225448
2,IMAX,IMAX,20225448
3,ScreenX,ScreenX,20225448
4,DOLBYCINEMA,DOLBYCINEMA,20225448
0,2D,디지털,20217826
1,2D,디지털 가치봄,20217826
0,2D,디지털,20226200
0,2D,디지털,20225556
0,2D,디지털,20208721
0,2D,디지털,20225892
0,2D,디지털,20215601
1,2D,디지털 가치봄,20215601
0,2D,디지털,20226444
0,2D,디지털,20212709
0,2D,디지털,20226125
1,2D,디지털 더빙,20226125
0,2D,디지털,20226679
0,2D,디지털,20225057
1,4D,4D,20225057
0,2D,디지털,20226879
1,ScreenX,ScreenX,20226879
0,2D,디지털,20211472
0,3D,3D HFR,20226957
1,3D,3D 디지털,20226957
2,4D,4D,20226957
3,IMAX,IMAX HFR 3D,20226957
4,IMAX,IMAX 3D,20226957
5,DOLBYCINEMA,DOLBYCINEMA 3D,20226957
0,2D,디지털,20219628
1,2D,디지털 가치봄,20219628
0,2D,디지털,20226751
0,2D,디지털,20198317
1,2D,디지털 가치봄,20198317
2,4D,4D,20198317
0,2D,디지털,20196776
1,ScreenX,ScreenX,20196776
0,2D,디지털 더빙,20226777
0,2D,디지털,20226670
0,2D,디지털,20211244
1,2D,디지털 영문자막,20211244
0,2D,디지털,20225729
0,2D,디지털,20226739
0,2D,디지털,20217624
0,2D,디지털,20227308
1,4D,4D,20227308
2,ScreenX,ScreenX,20227308
3,DOLBYCINEMA,DOLBYCINEMA,20227308
0,2D,디지털,20227304
0,2D,디지털,20226798
1,4D,4D,20226798
2,IMAX,IMAX,20226798
0,2D,디지털,20208101
0,2D,디지털,20227338
0,2D,디지털,20226886
1,4D,4D,20226886
2,IMAX,IMAX,20226886
3,DOLBYCINEMA,DOLBYCINEMA,20226886
0,2D,디지털,20227225
0,2D,디지털,20198429
1,2D,디지털 수화,20198429
0,2D,디지털,20198461
0,2D,디지털 더빙,20226558
0,2D,디지털,20211242
0,2D,디지털,20227751
0,2D,디지털,20226254
1,3D,3D 디지털,20226254
2,4D,4D,20226254
3,IMAX,IMAX,20226254
4,IMAX,IMAX 3D,20226254
5,ScreenX,ScreenX,20226254
6,DOLBYCINEMA,DOLBYCINEMA,20226254
7,DOLBYCINEMA,DOLBYCINEMA 3D,20226254
0,2D,디지털,20228357
0,2D,디지털,20217905
0,2D,디지털,20224598
0,2D,디지털,20227514
0,2D,디지털,20228532
0,2D,디지털,20212665
0,2D,디지털,20227762
1,2D,디지털 가치봄,20227762
0,2D,디지털,20228190
1,2D,디지털 더빙,20228190
2,4D,4D 더빙,20228190
3,4D,4D,20228190
0,2D,디지털,20228297
0,2D,디지털,20227445
1,4D,4D,20227445
2,IMAX,IMAX,20227445
3,DOLBYCINEMA,DOLBYCINEMA,20227445
0,2D,디지털,20205106
0,2D,디지털,20210364
1,2D,디지털 가치봄,20210364
0,2D,디지털,20228308
0,2D,디지털,20228313
0,2D,디지털,20228602
1,4D,4D,20228602
2,ScreenX,ScreenX,20228602
0,2D,디지털,20228640
0,2D,디지털,20227885
0,2D,디지털 더빙,20228655
0,2D,디지털,20225061
1,3D,3D HFR,20225061
2,3D,3D 디지털,20225061
3,4D,4D,20225061
4,IMAX,IMAX 3D,20225061
5,IMAX,IMAX HFR 3D,20225061
6,ScreenX,ScreenX,20225061
7,DOLBYCINEMA,DOLBYCINEMA 3D,20225061
0,2D,디지털,20228277
0,2D,디지털,20196478
1,2D,디지털 가치봄,20196478
0,2D,디지털 더빙,20228829
0,2D,디지털,20228309
0,2D,디지털,20210140
0,2D,디지털,20215315
0,2D,디지털 더빙,20227925
0,2D,디지털,20228555
1,2D,디지털 더빙,20228555
2,IMAX,IMAX,20228555
3,DOLBYCINEMA,DOLBYCINEMA,20228555
0,2D,디지털,20224109
1,2D,디지털 더빙,20224109
2,3D,3D 디지털,20224109
3,3D,3D 더빙,20224109
0,2D,디지털,20228652
0,2D,디지털,20228255
1,2D,디지털 더빙,20228255
0,2D,디지털,20228644
0,2D,디지털,20190808
0,2D,디지털,20214823
1,4D,4D,20214823
2,IMAX,IMAX,20214823
0,2D,디지털,20228895
0,2D,디지털,20229166
1,2D,디지털 더빙,20229166
0,2D,디지털,20229551
0,2D,디지털,20229205
0,2D,디지털,20227374
1,DOLBYCINEMA,DOLBYCINEMA,20227374
0,2D,디지털,20239691
1,4D,4D,20239691
2,ScreenX,ScreenX,20239691
0,필름,필름,19980074
1,2D,디지털,19980074
2,3D,3D 디지털,19980074
3,4D,4D,19980074
4,IMAX,IMAX 3D,19980074
5,DOLBYCINEMA,DOLBYCINEMA 3D,19980074
0,2D,디지털,20223565
1,2D,디지털 영문자막,20223565
0,2D,디지털,20230209
1,3D,3D 디지털,20230209
2,4D,4D,20230209
3,IMAX,IMAX,20230209
4,IMAX,IMAX 3D,20230209
5,ScreenX,ScreenX,20230209
6,DOLBYCINEMA,DOLBYCINEMA,20230209
7,DOLBYCINEMA,DOLBYCINEMA 3D,20230209
0,2D,디지털,20210684
0,2D,디지털,20228966
1,2D,디지털 더빙,20228966
0,2D,디지털,20193706
0,2D,디지털,20239573
0,2D,디지털,20202026
0,2D,디지털,20226270
1,2D,디지털 더빙,20226270
2,2D,디지털 가치봄,20226270
3,4D,4D,20226270
4,IMAX,IMAX,20226270
5,DOLBYCINEMA,DOLBYCINEMA,20226270
0,2D,디지털 더빙,20239913
0,2D,디지털,20208962
1,2D,디지털 가치봄,20208962
0,2D,디지털,20230533
1,4D,4D,20230533
2,IMAX,IMAX,20230533
0,2D,디지털,20230495
1,ScreenX,ScreenX,20230495
0,2D,디지털,20227684
1,2D,디지털 가치봄,20227684
0,2D,디지털,20230200
0,2D,디지털,20197654
1,2D,디지털 영문자막,20197654
2,2D,디지털 가치봄,20197654
3,2D,디지털 수화,20197654
0,2D,디지털,20230081
1,4D,4D,20230081
2,IMAX,IMAX,20230081
3,ScreenX,ScreenX,20230081
4,DOLBYCINEMA,DOLBYCINEMA,20230081
0,2D,디지털,20230484
1,2D,디지털 더빙,20230484
0,2D,디지털,20230340
0,2D,디지털,20230199
0,2D,디지털,20210544
0,2D,디지털,20230767
0,2D,디지털,20239905
1,2D,디지털 더빙,20239905
0,2D,디지털,20226410
1,4D,4D,20226410
2,IMAX,IMAX,20226410
3,ScreenX,ScreenX,20226410
4,DOLBYCINEMA,DOLBYCINEMA,20226410
0,2D,디지털,20230641
0,2D,디지털,20226489
1,2D,디지털 영문자막,20226489
2,2D,디지털 가치봄,20226489
0,2D,디지털,20231010
0,2D,디지털,20231089
1,4D,4D,20231089
2,IMAX,IMAX,20231089
3,DOLBYCINEMA,DOLBYCINEMA,20231089
0,2D,디지털,20231035
0,2D,디지털,20230764
1,2D,디지털 더빙,20230764
0,2D,디지털,20200154
1,2D,디지털 가치봄,20200154
0,2D,디지털,20231009
0,2D,디지털,20225865
0,2D,디지털,20231244
0,2D,디지털,20227890
1,2D,디지털 더빙,20227890
2,3D,3D 디지털,20227890
3,3D,3D 더빙,20227890
